PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %,Criminal Case,Education,,
['Sambalpur', '3', 'GEN', 'Orissa', 'Nagendra Kumar Pradhan', 'Biju Janata Dal', '1297098', '984309', '75.9 %', '30576', '3.1%', '0', 'Graduate Professional',,
['Sambhal', '8', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Satyapal Singh', 'Bharatiya Janta Party', '1693245', '1057002', '62.4 %', '5174', '0.5%', '0', 'Post Graduate',,
['Sangli', '44', 'GEN', 'Maharashtra', 'Sanjaykaka Patil', 'Bharatiya Janta Party', '1649107', '1046659', '63.5 %', '239292', '22.9%', '0', '10th Pass',050']],
['Sangrur', '12', 'GEN', 'Punjab', 'Bhagwant Mann', 'Aam Aadmi Party', '1424743', '1099467', '77.2 %', '211721', '19.3%', '0', '12th Pass',200']],
['Sant Kabir Nagar', '62', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Sharad Tripathi', 'Bharatiya Janta Party', '1904327', '1011649', '53.1 %', '97978', '9.7%', '0', 'Post Graduate',,
['Saran', '20', 'GEN', 'Bihar [2000 Onwards]', 'Rajiv Pratap Rudy', 'Bharatiya Janta Party', '1538744', '863254', '56.1 %', '40948', '4.7%', '1', 'Post Graduate',,
['Sasaram', '34', 'SC', 'Bihar [2000 Onwards]', 'Chhedi Paswan', 'Bharatiya Janta Party', '1607747', '846788', '52.7 %', '63327', '7.5%', '0', 'Post Graduate',,
['Satara', '45', 'GEN', 'Maharashtra', 'Shrimant Chh. Udayanraje Pratapsinha Bhonsale', 'Nationalist Congress Party', '1719998', '976681', '56.8 %', '366594', '37.5%', '23', '12th Pass',,
['Satna', '9', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Ganesh Singh', 'Bharatiya Janta Party', '1458084', '913444', '62.7 %', '8688', '1.0%', '2', 'Post Graduate',,
['Shahdol', '12', 'ST', 'Madhya Pradesh [2000 Onwards]', 'Dalpat Singh Paraste', 'Bharatiya Janta Party', '1561321', '968518', '62.0 %', '241301', '24.9%', '0', 'Graduate Professional',,
['Shahjahanpur', '27', 'SC', 'Uttar Pradesh [2000 Onwards]', 'Krishna Raj', 'Bharatiya Janta Party', '1979294', '1129841', '57.1 %', '235529', '20.8%', '0', 'Post Graduate',,
['Sheohar', '4', 'GEN', 'Bihar [2000 Onwards]', 'Rama Devi', 'Bharatiya Janta Party', '1489724', '842894', '56.6 %', '136239', '16.2%', '6', 'Graduate Professional',,
['Shillong', '1', 'ST', 'Meghalaya', 'Vincent H. Pala', 'Indian National Congress', '980740', '619987', '63.2 %', '40379', '6.5%', '0', 'Graduate Professional',,
['Shimla', '4', 'SC', 'Himachal Pradesh', 'Virender Kashyap', 'Bharatiya Janta Party', '1153363', '737757', '64.0 %', '84187', '11.4%', '0', 'Post Graduate',,
['Shimoga', '14', 'GEN', 'Karnataka', 'B. S. Yeddyurappa', 'Bharatiya Janta Party', '1562241', '1129008', '72.3 %', '363305', '32.2%', '8', '12th Pass',,
['Shirdi', '38', 'SC', 'Maharashtra', 'Lokhande Sadashiv Kisan', 'Shiv Sena', '1459712', '932645', '63.9 %', '199922', '21.4%', '1', '10th Pass',,
['Shirur', '36', 'GEN', 'Maharashtra', 'Adhalrao Shivaji Dattatrey', 'Shiv Sena', '1824112', '1089506', '59.7 %', '301814', '27.7%', '10', 'Others',866']],
['Shrawasti', '58', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Daddan Mishra', 'Bharatiya Janta Party', '1788080', '979638', '54.8 %', '85913', '8.8%', '0', 'Post Graduate',,
['Sidhi', '11', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Riti Pathak', 'Bharatiya Janta Party', '1736050', '989396', '57.0 %', '108046', '10.9%', '0', 'Post Graduate',,
['Sikar', '5', 'GEN', 'Rajasthan', 'Sumedhanand Saraswati', 'Bharatiya Janta Party', '1770424', '1065750', '60.2 %', '239196', '22.4%', '0', 'Others',,
['Sikkim', '1', 'GEN', 'Sikkim', 'Prem Das Rai', 'Sikkim Democratic Front', '370611', '308967', '83.4 %', '41742', '13.5%', '0', 'Post Graduate',,
['Silchar', '2', 'GEN', 'Assam', 'Sushmita Dev', 'Indian National Congress', '1060175', '799830', '75.4 %', '35241', '4.4%', '1', 'Post Graduate',613']],
['Singhbhum', '10', 'ST', 'Jharkhand', 'Laxman Giluwa', 'Bharatiya Janta Party', '1152570', '795286', '69.0 %', '87524', '11.0%', '4', '12th Pass',,
['Sirsa', '3', 'SC', 'Haryana', 'Charanjeet Singh Rori', 'Indian National Lok Dal', '1660557', '1279105', '77.0 %', '115736', '9.0%', '0', '10th Pass',,
['Sitamarhi', '5', 'GEN', 'Bihar [2000 Onwards]', 'Ram Kumar Sharma', 'Rashtriya Lok Samta Party', '1574914', '900588', '57.2 %', '147965', '16.4%', '0', 'Post Graduate',,
['Sitapur', '30', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Rajesh Verma', 'Bharatiya Janta Party', '1550263', '1026972', '66.3 %', '51027', '5.0%', '0', 'Post Graduate',,
['Sivaganga', '31', 'GEN', 'Tamil Nadu', 'Senthilnathan Pr', 'All India Anna Dravida Munnetra Kazhagam', '1412373', '1027036', '72.7 %', '229385', '22.3%', '0', 'Graduate Professional',,
['Siwan', '18', 'GEN', 'Bihar [2000 Onwards]', 'Om Prakash Yadav', 'Bharatiya Janta Party', '1563860', '884021', '56.5 %', '113847', '12.9%', '1', 'Graduate',,
['Solapur', '42', 'SC', 'Maharashtra', 'Sharad Bansode', 'Bharatiya Janta Party', '1702755', '951201', '55.9 %', '149674', '15.7%', '1', 'Graduate Professional',,
['Sonipat', '6', 'GEN', 'Haryana', 'Ramesh Chander', 'Bharatiya Janta Party', '1417188', '985637', '69.6 %', '77414', '7.9%', '0', 'Graduate Professional',,
['South Delhi', '7', 'GEN', 'Delhi [1977 Onwards]', 'Ramesh Bidhuri', 'Bharatiya Janta Party', '1752741', '1102410', '62.9 %', '107000', '9.7%', '4', 'Graduate Professional',,
['South Goa', '2', 'GEN', 'Goa', 'Adv. Narendra Keshav Sawaikar', 'Bharatiya Janta Party', '545336', '410369', '75.3 %', '32330', '7.9%', '0', 'Graduate Professional',,
['Srikakulam', '19', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Rammohan Naidu Kinjarapu', 'Telugu Desam', '1413989', '1051446', '74.4 %', '127572', '12.1%', '0', 'Post Graduate',,
['Srinagar', '2', 'GEN', 'Jammu & Kashmir', 'Tariq Hameed Karra', 'Jammu & Kashmir Peoples Democratic Party', '1205233', '312212', '25.9 %', '42280', '13.5%', '0', 'Graduate Professional',,
['Sriperumbudur', '5', 'GEN', 'Tamil Nadu', 'Ramachandran K.N. Thiru', 'All India Anna Dravida Munnetra Kazhagam', '1946503', '1286647', '66.1 %', '102646', '8.0%', 'AIADMK', '0',6,268']]
['Sultanpur', '38', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Feroze Varun Gandhi', 'Bharatiya Janta Party', '1703698', '964981', '56.6 %', '178902', '18.5%', '0', 'Post Graduate',000']],
['Sundargarh', '2', 'ST', 'Orissa', 'Jual @ Juel Oram', 'Bharatiya Janta Party', '1410532', '1010711', '71.7 %', '18829', '1.9%', '1', 'Others',,
['Supaul', '8', 'GEN', 'Bihar [2000 Onwards]', 'Ranjeet Ranjan', 'Indian National Congress', '1525592', '970528', '63.6 %', '59672', '6.1%', '5', '12th Pass',,
['Surat', '24', 'GEN', 'Gujarat', 'Darshana Vikram Jardosh', 'Bharatiya Janta Party', '1484068', '947922', '63.9 %', '533190', '56.2%', '0', 'Graduate',,
['Surendranagar', '9', 'GEN', 'Gujarat', 'Fatepara Devajibhai Govindbhai', 'Bharatiya Janta Party', '1656657', '944677', '57.0 %', '202907', '21.5%', '1', 'Literate',,
['Tamluk', '30', 'GEN', 'West Bengal', 'Adhikari Suvendu', 'All India Trinamool Congress', '1527273', '1337684', '87.6 %', '246481', '18.4%', '2', 'Post Graduate',,
['Tehri Garhwal', '1', 'GEN', 'Uttarakhand', 'Mala Rajya Laxmi Shah', 'Bharatiya Janta Party', '1352845', '776214', '57.4 %', '192503', '24.8%', '0', '12th Pass',0,000']]
['Tenkasi', '37', 'SC', 'Tamil Nadu', 'Vasanthi.M', 'All India Anna Dravida Munnetra Kazhagam', '1382081', '1017938', '73.7 %', '161774', '15.9%', '0', 'Post Graduate',,
['Tezpur', '9', 'GEN', 'Assam', 'Ram Prasad Sarmah', 'Bharatiya Janta Party', '1259568', '980688', '77.9 %', '86020', '8.8%', '0', 'Graduate Professional',,
['Thane', '25', 'GEN', 'Maharashtra', 'Vichare Rajan Baburao', 'Shiv Sena', '2073442', '1054189', '50.8 %', '281299', '26.7%', '13', '10th Pass',217']],
['Thanjavur', '30', 'GEN', 'Tamil Nadu', 'Parasuraman.K', 'All India Anna Dravida Munnetra Kazhagam', '1340050', '1012258', '75.5 %', '144119', '14.2%', '0', '12th Pass',352']],
['Theni', '33', 'GEN', 'Tamil Nadu', 'Parthipan R.', 'All India Anna Dravida Munnetra Kazhagam', '1441302', '1075583', '74.6 %', '314532', '29.2%', 'AIADMK', '0',650']],
['Thiruvananthapuram', '20', 'GEN', 'Kerala', 'Dr. Shashi Tharoor', 'Indian National Congress', '1272748', '873439', '68.6 %', '15470', '1.8%', '0', 'Doctorate',,
['Thoothukkudi', '36', 'GEN', 'Tamil Nadu', 'Jeyasingh Thiyagaraj Natterjee.J', 'All India Anna Dravida Munnetra Kazhagam', '1310597', '916778', '70.0 %', '124002', '13.5%', '0', 'Post Graduate',,
['Thrissur', '10', 'GEN', 'Kerala', 'C. N. Jayadevan', 'Communist Party Of India', '1275288', '920505', '72.2 %', '38227', '4.2%', '3', 'Post Graduate',,
['Tikamgarh', '6', 'SC', 'Madhya Pradesh [2000 Onwards]', 'Dr. Virendra Kumar', 'Bharatiya Janta Party', '1529003', '766321', '50.1 %', '208731', '27.2%', '0', 'Doctorate',,
['Tiruchirappalli', '24', 'GEN', 'Tamil Nadu', 'Kumar.P', 'All India Anna Dravida Munnetra Kazhagam', '1387140', '988250', '71.2 %', '150476', '15.2%', '0', 'Graduate Professional',,
['Tirunelveli', '38', 'GEN', 'Tamil Nadu', 'Prabakaran.K.R.P', 'All India Anna Dravida Munnetra Kazhagam', '1420435', '962330', '67.8 %', '126099', '13.1%', '0', 'Graduate Professional',,
['Tirupati', '40', 'SC', 'Andhra Pradesh [2014 Onwards]', 'Varaprasad Rao Velagapalli', 'Yuvajana Sramika Rythu Congress Party', '1574544', '1213064', '77.0 %', '37425', '3.1%', '0', 'Doctorate',,
['Tiruppur', '18', 'GEN', 'Tamil Nadu', 'V.Sathyabama', 'All India Anna Dravida Munnetra Kazhagam', '1375589', '1050190', '76.3 %', '179315', '17.1%', '2', 'Post Graduate',,
['Tiruvannamalai', '11', 'GEN', 'Tamil Nadu', 'Vanaroja R', 'All India Anna Dravida Munnetra Kazhagam', '1352966', '1067447', '78.9 %', '168606', '15.8%', '0', 'Post Graduate',,
['Tripura East', '2', 'ST', 'Tripura', 'Jitendra Choudhury', 'Communist Party Of India (MARXIST)', '1140269', '951110', '83.4 %', '484358', '50.9%', '0', '12th Pass',,
['Tripura West', '1', 'GEN', 'Tripura', 'Sankar Prasad Datta', 'Communist Party Of India (MARXIST)', '1248550', '1072749', '85.9 %', '503486', '46.9%', '1', 'Post Graduate',,
['Tumkur', '19', 'GEN', 'Karnataka', 'Muddahanumegowda.S.P.', 'Indian National Congress', '1518518', '1101484', '72.5 %', '74041', '6.7%', '0', 'Graduate Professional',,
['Tura', '2', 'ST', 'Meghalaya', 'Purno Agitok Sangma'," ""National People's Party""", '586501', '458071', '78.1 %', '39716', '8.7%', '0', 'Post Graduate',,
['Udaipur', '19', 'ST', 'Rajasthan', 'Arjunlal Meena', 'Bharatiya Janta Party', '1817940', '1193202', '65.6 %', '236762', '19.8%', '0', 'Post Graduate',,
['Udhampur', '5', 'GEN', 'Jammu & Kashmir', 'Dr. Jitendra Singh', 'Bharatiya Janta Party', '1490244', '1041758', '69.9 %', '60976', '5.9%', '0', 'Graduate Professional',,
['Udupi Chikmagalur', '15', 'GEN', 'Karnataka', 'Shobha Karandlaje', 'Bharatiya Janta Party', '1387295', '1034108', '74.5 %', '181643', '17.6%', '0', 'Post Graduate',792']],
['Ujiarpur', '22', 'GEN', 'Bihar [2000 Onwards]', 'Nityanand Rai', 'Bharatiya Janta Party', '1428445', '858920', '60.1 %', '60469', '7.0%', '1', 'Graduate',,
['Ujjain', '22', 'SC', 'Madhya Pradesh [2000 Onwards]', 'Prof. Chintamani Malviya', 'Bharatiya Janta Party', '1525481', '1016405', '66.6 %', '309663', '30.5%', '0', 'Doctorate',,
['Uluberia', '26', 'GEN', 'West Bengal', 'Sultan Ahmed', 'All India Trinamool Congress', '1448632', '1186027', '81.9 %', '201222', '17.0%', '0', 'Graduate',739']],
['Unnao', '33', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Swami Sachchidanand Hari Sakshi', 'Bharatiya Janta Party', '2164392', '1201603', '55.5 %', '310173', '25.8%', '8', 'Doctorate',,
['Uttara Kannada', '12', 'GEN', 'Karnataka', 'Anantkumar Hegde', 'Bharatiya Janta Party', '1450599', '1001038', '69.0 %', '140700', '14.1%', '0', '12th Pass',611']],
['Vadakara', '3', 'GEN', 'Kerala', 'Mullappally Ramachandran', 'Indian National Congress', '1182504', '959342', '81.1 %', '3306', '0.3%', '0', 'Post Graduate',,
['Vadodara', '20', 'GEN', 'Gujarat', 'Narendra Modi', 'Bharatiya Janta Party', '1638321', '1161577', '70.9 %', '570128', '49.1%', '0', 'Post Graduate',,
['Vaishali', '16', 'GEN', 'Bihar [2000 Onwards]', 'Rama Kishore Singh', 'Lok Jan Shakti Party', '1587202', '925937', '58.3 %', '99267', '10.7%', '4', 'Graduate',,
['Valmiki Nagar', '1', 'GEN', 'Bihar [2000 Onwards]', 'Satish Chandra Dubey', 'Bharatiya Janta Party', '1456576', '900114', '61.8 %', '117793', '13.1%', '3', '10th Pass',,
['Valsad', '26', 'ST', 'Gujarat', 'Dr. K.C.Patel', 'Bharatiya Janta Party', '1512061', '1122203', '74.2 %', '208004', '18.5%', '0', 'Graduate Professional',,
['Varanasi', '77', 'GEN', 'Uttar Pradesh [2000 Onwards]', 'Narendra Modi', 'Bharatiya Janta Party', '1767486', '1030685', '58.3 %', '371784', '36.1%', '0', 'Post Graduate',,
['Vellore', '8', 'GEN', 'Tamil Nadu', 'Senguttuvan B.', 'All India Anna Dravida Munnetra Kazhagam', '1312251', '974770', '74.3 %', '59393', '6.1%', 'AIADMK', '0',,
['Vidisha', '18', 'GEN', 'Madhya Pradesh [2000 Onwards]', 'Sushma Swaraj', 'Bharatiya Janta Party', '1634370', '1073473', '65.7 %', '410698', '38.3%', '0', 'Graduate Professional',,
['Vijayawada', '29', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Kesineni Srinivas', 'Telugu Desam', '1564513', '1195075', '76.4 %', '74862', '6.3%', '3', '10th Pass',62,989']]
['Viluppuram', '13', 'SC', 'Tamil Nadu', 'Rajendran S', 'All India Anna Dravida Munnetra Kazhagam', '1387007', '1067641', '77.0 %', '193367', '18.1%', '0', 'Graduate',,
['Virudhunagar', '34', 'GEN', 'Tamil Nadu', 'Radhakrishnan T', 'All India Anna Dravida Munnetra Kazhagam', '1350495', '1010930', '74.9 %', '145551', '14.4%', '0', '10th Pass',,
['Visakhapatnam', '21', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Kambhampati Hari Babu', 'Bharatiya Janta Party', '1723037', '1163558', '67.5 %', '90488', '7.8%', '0', 'Doctorate',,
['Vizianagaram', '20', 'GEN', 'Andhra Pradesh [2014 Onwards]', 'Ashok Gajapathi Raju Pusapati', 'Telugu Desam', '1404127', '1120316', '79.8 %', '106911', '9.5%', '0', '10th Pass',,
['Warangal', '15', 'SC', 'Telangana', 'Kadiyam Srihari', 'Telangana Rashtra Samithi', '1537781', '1174631', '76.4 %', '392574', '33.4%', '6', 'Post Graduate',,
['Wardha', '8', 'GEN', 'Maharashtra', 'Ramdas Chandrabhanji Tadas', 'Bharatiya Janta Party', '1564553', '1013445', '64.8 %', '215783', '21.3%', '5', '10th Pass',,
['Wayanad', '4', 'GEN', 'Kerala', 'M I Shanavas', 'Indian National Congress', '1249420', '915006', '73.2 %', '20870', '2.3%', '0', 'Post Graduate',,
['West Delhi', '6', 'GEN', 'Delhi [1977 Onwards]', 'Parvesh Sahib Singh Verma', 'Bharatiya Janta Party', '2039410', '1347971', '66.1 %', '268586', '19.9%', '1', 'Post Graduate',000']],
